Cs,FA,MA,I,Br,structure,bandgap,glass,ETL,ETL-2,Ethickness,HTL,Hthickness,meta,depositionProcedure,depositionMethod,Anti-solvent,PrecursorSolution,AnnealingTemperature,AnnealingTime,Jsc,Voc,FF,PCE
0.0,1.0,0.0,3.0,0.0,1,1.52,13.748588709770196,13.488257532983164,13.383332009508031,28.0,14.50981884057955,172.0,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,150.0,30.0,13.5,0.99,0.36,4.8
0.0,0.95,0.05,2.94,0.06,1,1.844525634920634,13.748588709770196,13.488257532983164,13.383332009508031,28.0,14.50981884057955,172.0,14.127791666767372,13.387363546219715,14.540728643216081,14.234280155654995,14.00101851851855,150.0,30.0,20.18,0.972,0.665,13.04
0.05,0.7885,0.1615,2.49,0.51,1,1.62,15.131265603223945,15.569879212259472,14.720934210311336,24.808,15.76762475068065,0.017,15.271361592621036,15.043190661450348,14.540728643216081,14.750481365355196,14.994676372149106,100.0,40.0,20.33,1.01,0.8073,16.5
0.0,0.85,0.15,2.7,0.3,1,1.55,13.748588709770196,15.569879212259472,13.905069668284664,40.6,14.50981884057955,74.0,15.271361592621036,12.718995012112048,12.719754513751047,14.99397098367796,14.00101851851855,100.0,60.0,0.81,17.0,0.5,6.3
0.0,0.83,0.17,2.49,0.51,1,1.695760000000001,13.748588709770196,13.488257532983164,13.383332009508031,32.6,14.50981884057955,150.22,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,20.2,1.13,0.64,14.6
0.13,0.77,0.0,2.46,0.54,1,1.62,16.219904627831337,16.219904627831337,14.720934210311336,38.0,13.615021021673606,104.02,16.33707903623317,16.59485963017334,16.35308226066059,14.99397098367796,16.067433477417786,104.0,58.0,22.3,1.25,0.8,22.3
0.05,0.8,0.15,2.85,0.15,1,1.5685,15.131265603223945,15.159048660965988,14.720934210311336,46.2,14.435800289598646,108.0,15.422352987268296,16.59485963017334,16.35308226066059,14.99397098367796,16.067433477417786,100.0,50.0,18.875,1.02,0.769,14.812
0.1,0.76,0.14,2.58,0.42,1,1.68654,13.748588709770196,15.159048660965988,14.720934210311336,62.6,14.50981884057955,200.62,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,23.18,1.07,0.783,19.01
0.0,0.0,1.0,3.0,0.0,1,1.70569,15.131265603223945,15.569879212259472,14.720934210311336,20.0,14.50981884057955,220.0,15.271361592621036,13.387363546219715,14.540728643216081,14.234280155654995,14.00101851851855,100.0,10.0,21.0,1.05,0.723,16.1
0.05,0.7885,0.1615,2.49,0.51,1,1.685576666666667,15.131265603223945,15.569879212259472,14.720934210311336,30.0,14.50981884057955,165.0,15.271361592621036,13.387363546219715,14.540728643216081,14.234280155654995,14.00101851851855,120.0,10.0,21.32,1.14,0.7622,18.57
0.05,0.7885,0.1615,2.49,0.51,1,1.695760000000001,13.748588709770196,13.302374045695029,14.720934210311336,34.6,13.615021021673606,160.22,14.127791666767372,13.387363546219715,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,15.61,0.8,0.43,5.37
0.05,0.7885,0.1615,2.7,0.3,0,1.69477,14.698437975609995,11.770393394666886,14.933470884212586,26.0,15.02940413943355,26.0,12.108966965883685,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,10.0,21.2,1.027,0.76,16.1
0.05,0.7885,0.1615,2.49,0.51,1,1.685576666666667,13.748588709770196,13.21780353735908,14.720934210311336,34.6,13.615021021673606,160.22,14.127791666767372,13.387363546219715,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,14.4,0.84,0.39,4.72
0.2,0.664,0.136,1.95,1.05,1,1.77,13.748588709770196,15.569879212259472,13.905069668284664,40.6,14.50981884057955,74.0,15.271361592621036,12.718995012112048,14.540728643216081,14.99397098367796,14.00101851851855,100.0,60.0,1.07,16.5,0.69,12.0
0.0,0.85,0.15,2.55,0.45,1,1.695760000000001,15.131265603223945,15.569879212259472,14.720934210311336,28.0,14.50981884057955,172.0,14.127791666767372,15.043190661450348,14.540728643216081,14.993784212414,14.00101851851855,130.0,30.0,22.56,1.15,0.7263,18.37
0.2,0.8,0.0,1.95,1.05,0,1.76,13.748588709770196,11.770393394666886,14.641134841501426,28.0,13.462378402126571,172.0,15.271361592621036,12.718995012112048,12.719754513751047,14.99397098367796,14.00101851851855,150.0,30.0,0.91,14.1,0.49,6.3
0.0,0.9,0.1,2.7,0.3,1,1.59,15.131265603223945,15.159048660965988,14.720934210311336,24.2,14.50981884057955,65.2,14.127791666767372,13.387363546219715,14.540728643216081,14.234280155654995,14.00101851851855,100.0,10.0,21.5,1.03,0.59,15.3
0.0,0.4,0.6,3.0,0.0,0,1.55,15.131265603223945,15.405229294435959,14.641134841501426,46.208,15.76762475068065,200.62,15.422352987268296,13.387363546219715,14.540728643216081,11.813466461809325,14.98467661920859,100.0,60.0,23.0,1.03,0.77,18.3
0.25,0.75,0.0,2.49,0.51,1,1.542275000000001,13.748588709770196,13.488257532983164,13.383332009508031,31.0,14.50981884057955,50.0314,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,20.7,1.045,0.66,14.3
0.0,0.5,0.5,1.0,2.0,1,1.96,13.748588709770196,13.488257532983164,13.383332009508031,21.2,14.50981884057955,94.0034,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,30.0,12.6,1.03,0.6,7.9
0.05,0.8075,0.1425,2.55,0.45,1,1.69477,13.748588709770196,15.569879212259472,14.720934210311336,34.008,15.228021373910408,190.22,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,22.4,1.13,0.74,19.0
0.05,0.86,0.09,2.91,0.09,1,1.56,13.748588709770196,15.569879212259472,14.720934210311336,72.6,14.50981884057955,200.62,15.271361592621036,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,23.49,1.041,0.748,18.3
0.0,0.0,1.0,2.0,1.0,1,1.7,13.748588709770196,13.488257532983164,13.383332009508031,21.2,14.50981884057955,94.0034,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,30.0,13.2,0.96,0.67,8.5
0.15,0.6,0.25,3.0,0.0,1,1.685676666666667,15.131265603223945,15.008992549550662,14.720934210311336,26.0,14.50981884057955,120.0,15.271361592621036,15.043190661450348,14.540728643216081,14.234280155654995,14.36215413943355,110.0,5.0,22.81,1.12,0.714,18.24
0.6,0.0,0.4,3.0,0.0,0,1.68,15.131265603223945,11.770393394666886,14.720934210311336,24.0,11.599997776310113,198.0,12.108966965883685,13.387363546219715,14.540728643216081,11.813466461809325,11.742799527037969,110.0,10.0,1.5,1.01,0.52,0.79
0.05,0.81,0.14,2.55,0.45,1,1.536908333333334,15.131265603223945,15.569879212259472,14.720934210311336,34.008,14.50981884057955,104.02,16.33707903623317,16.59485963017334,16.35308226066059,14.99397098367796,14.00101851851855,100.0,52.0,22.5,1.11,0.78,19.4
0.05,0.87,0.08,2.76,0.24,0,1.526575000000001,15.131265603223945,15.922031015204524,15.67940413943355,24.2,15.036628530570882,59.0034,15.271361592621036,13.387363546219715,14.540728643216081,14.99397098367796,14.00101851851855,100.0,30.0,22.35,1.03,0.764,17.7
0.0,0.0,1.0,3.0,0.0,1,1.61,13.748588709770196,15.569879212259472,13.905069668284664,40.6,14.50981884057955,74.0,15.271361592621036,12.718995012112048,14.540728643216081,14.99397098367796,14.00101851851855,100.0,60.0,1.05,21.2,0.74,16.5
0.0,0.4,0.6,2.8,0.2,1,1.617,13.748588709770196,15.159048660965988,14.408028746648979,24.2,14.159344546932804,59.0034,13.56754203087829,15.043190661450348,14.540728643216081,14.99397098367796,14.00101851851855,100.0,30.0,22.31,0.953,0.7,14.88
0.06,0.8,0.14,2.58,0.42,1,1.685746666666667,13.748588709770196,15.159048660965988,14.720934210311336,24.2,14.50981884057955,55.0034,15.271361592621036,15.043190661450348,14.540728643216081,14.234280155654995,15.332066245757796,100.0,30.0,23.53,1.09,0.816,20.97
0.05,0.38,0.57,2.8,0.2,1,1.63,13.748588709770196,15.159048660965988,14.408028746648979,24.2,14.159344546932804,59.0034,13.56754203087829,15.043190661450348,14.540728643216081,14.99397098367796,14.00101851851855,100.0,30.0,23.4,1.008,0.7214,17.02
0.1,0.75,0.15,2.55,0.45,1,1.603289999999999,15.131265603223945,14.654201094326577,14.720934210311336,34.6,14.50981884057955,150.22,15.271361592621036,15.043190661450348,14.540728643216081,14.86456493872716,14.00101851851855,100.0,60.0,18.32,1.187,0.7773,15.76
0.0,0.17,0.83,0.0,3.0,1,2.3,13.748588709770196,13.488257532983164,13.383332009508031,21.2,14.50981884057955,94.0034,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,30.0,6.3,1.37,0.81,7.1
0.0,1.0,0.0,3.0,0.0,1,1.52,13.748588709770196,15.569879212259472,13.905069668284664,28.0,14.50981884057955,172.0,15.271361592621036,12.718995012112048,14.540728643216081,14.99397098367796,14.00101851851855,150.0,30.0,0.95,22.3,0.75,16.1
0.05,0.855,0.095,2.75,0.3,1,1.537,13.748588709770196,15.159048660965988,14.720934210311336,72.6,14.50981884057955,200.614,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,24.13,1.131,0.768,21.0
0.15,0.85,0.0,3.0,0.0,1,1.54,13.748588709770196,13.488257532983164,14.720934210311336,28.0,14.50981884057955,172.0,15.271361592621036,13.387363546219715,14.540728643216081,14.99397098367796,14.00101851851855,185.0,30.0,22.61,0.86,0.64,12.35
0.0,0.85,0.15,2.55,0.45,1,1.62,13.748588709770196,13.488257532983164,13.383332009508031,26.20800000000001,14.50981884057955,190.22,14.127791666767372,13.387363546219715,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,21.47,1.027,0.6916,15.24
0.05,0.8075,0.1425,2.55,0.45,1,1.691170000000001,13.748588709770196,15.257904415370886,14.720934210311336,72.6,15.228021373910408,200.62,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,23.2,1.16,0.76,20.4
0.05,0.7885,0.1615,2.7,0.3,0,1.55,13.748588709770196,11.770393394666886,14.641134841501426,40.6,13.462378402126571,74.0,15.271361592621036,12.718995012112048,12.719754513751047,14.99397098367796,14.00101851851855,100.0,60.0,0.1,11.2,0.19,0.3
0.25,0.5625,0.1875,2.7,0.3,0,1.64,15.131265603223945,15.405229294435959,14.641134841501426,22.2,15.76762475068065,94.0034,15.422352987268296,15.043190661450348,14.540728643216081,14.99397098367796,14.671736191979742,100.0,30.0,19.9,1.07,0.805,17.1
0.06,0.45,0.49,1.86,0.96,1,1.8,13.748588709770196,15.569879212259472,14.720934210311336,21.2,14.50981884057955,94.0034,13.56754203087829,13.387363546219715,13.722624417887511,14.234280155654995,14.00101851851855,100.0,30.0,13.0,1.05,0.51,8.6
0.1,0.9,0.0,3.0,0.0,1,1.60582,15.131265603223945,15.008992549550662,14.720934210311336,28.0,14.50981884057955,172.0,15.271361592621036,15.043190661450348,14.540728643216081,14.234280155654995,14.36215413943355,130.0,5.0,20.36,1.11,0.706,15.96
0.0,0.5,0.5,3.0,0.0,1,1.6901540000000002,13.748588709770196,13.488257532983164,13.383332009508031,52.0,14.50981884057955,104.0,14.127791666767372,13.387363546219715,14.540728643216081,11.813466461809325,14.36215413943355,120.0,60.0,19.92,0.929,0.5499,10.18
0.05,0.8,0.15,2.55,0.45,1,1.53797,13.748588709770196,15.159048660965988,14.720934210311336,34.008,14.50981884057955,190.22,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,22.595,1.065,0.73,17.6
0.0,0.75,0.25,3.0,0.0,1,1.545,13.748588709770196,13.488257532983164,13.383332009508031,28.0,14.50981884057955,172.0,14.127791666767372,13.387363546219715,14.540728643216081,11.813466461809325,14.198525610001713,140.0,10.0,21.1,1.03,0.7138,15.51
0.4,0.6,0.0,2.1,0.9,0,1.75,15.131265603223945,15.405229294435959,14.641134841501426,21.2,15.76762475068065,98.0034,15.271361592621036,12.718995012112048,14.540728643216081,14.99397098367796,14.00101851851855,100.0,30.0,1.17,17.5,0.8,16.3
0.25,0.75,0.0,3.0,0.0,1,1.60582,15.131265603223945,15.008992549550662,14.720934210311336,28.0,14.50981884057955,172.0,15.271361592621036,15.043190661450348,14.540728643216081,14.234280155654995,14.36215413943355,130.0,5.0,19.5,1.1,0.6344,13.61
0.1,0.9,0.0,3.0,0.0,1,1.55,13.748588709770196,13.488257532983164,14.720934210311336,28.0,14.50981884057955,172.0,15.271361592621036,13.387363546219715,14.540728643216081,15.164991764957218,14.198525610001713,150.0,5.0,23.5,1.06,0.663,16.5
0.05,0.87,0.08,2.76,0.24,0,1.695760000000001,15.131265603223945,15.922031015204524,15.67940413943355,24.2,15.02940413943355,52.0034,15.271361592621036,13.387363546219715,14.540728643216081,14.99397098367796,14.00101851851855,100.0,30.0,21.82,0.87,0.783,14.8
0.07,0.9,0.03,2.76,0.24,1,1.68347,13.748588709770196,13.488257532983164,13.383332009508031,28.0,15.247025503190642,172.0,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.5292969589381,150.0,30.0,22.09,1.11,0.6,14.8
0.05,0.75,0.2,2.49,0.51,1,1.68347,13.748588709770196,13.488257532983164,13.383332009508031,32.0,14.50981884057955,50.0314,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,17.9,0.913,0.52,8.5
0.1,0.0,0.9,1.8,1.2,0,1.81,15.131265603223945,11.770393394666886,14.641134841501426,22.2,14.568329501246998,139.2,15.271361592621036,13.387363546219715,14.540728643216081,11.813466461809325,14.00101851851855,100.0,10.0,1.14,16.9,0.78,15.1
0.0,1.0,0.0,3.0,0.0,1,1.6901540000000004,13.748588709770196,13.488257532983164,14.720934210311336,28.0,14.50981884057955,172.0,15.271361592621036,12.718995012112048,14.540728643216081,11.813466461809325,14.00101851851855,170.0,10.0,19.69,1.06,0.68,14.2
0.0,0.0,1.0,0.0,3.0,1,2.31,13.748588709770196,13.488257532983164,13.383332009508031,21.2,14.50981884057955,94.0034,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,30.0,5.9,1.41,0.67,5.6
0.05,0.8075,0.1425,2.55,0.45,1,1.695760000000001,13.748588709770196,13.488257532983164,13.383332009508031,34.6,13.502741096214045,160.22,14.127791666767372,12.718995012112048,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,13.65,1.05,0.48,6.91
0.0,0.33,0.67,3.0,0.0,1,1.56,13.748588709770196,13.488257532983164,13.383332009508031,24.2,14.50981884057955,59.0034,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,30.0,22.3,1.0,0.65,14.3
0.08,0.7636,0.1564,2.49,0.51,1,1.603289999999999,13.748588709770196,15.159048660965988,14.720934210311336,60.0,14.50981884057955,80.0,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,110.0,60.0,21.05,1.09,0.6731,15.58
0.05,0.8075,0.1425,2.55,0.45,1,1.695760000000001,13.748588709770196,13.488257532983164,13.383332009508031,34.4,14.499372009834609,150.22,14.127791666767372,12.718995012112048,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,19.41,1.09,0.69,14.57
0.1,0.747,0.153,2.49,0.51,1,1.695760000000001,13.748588709770196,13.488257532983164,13.383332009508031,26.20800000000001,14.50981884057955,190.22,14.127791666767372,16.59485963017334,14.282090857648402,14.99397098367796,14.00101851851855,100.0,60.0,21.5,1.06,0.67,12.9
0.2,0.8,0.0,3.0,0.0,1,1.60582,15.131265603223945,15.008992549550662,14.720934210311336,28.0,14.50981884057955,172.0,15.271361592621036,15.043190661450348,14.540728643216081,14.234280155654995,14.36215413943355,130.0,5.0,19.56,1.1,0.6895,14.48
0.0,0.95,0.05,2.94,0.06,1,1.69477,13.748588709770196,13.488257532983164,13.383332009508031,28.0,14.50981884057955,172.0,14.127791666767372,13.387363546219715,14.540728643216081,14.234280155654995,14.00101851851855,150.0,30.0,20.18,0.972,0.665,13.04
0.05,0.7885,0.1615,2.49,0.51,1,2.318669246031747,13.748588709770196,15.159048660965988,14.720934210311336,24.2,14.50981884057955,61.2,15.271361592621036,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,5.0,23.78,1.145,0.7789,21.15
0.05,0.8,0.15,2.25,0.75,1,1.65,16.219904627831337,16.219904627831337,14.720934210311336,37.4,13.615021021673606,131.2,16.33707903623317,16.59485963017334,16.35308226066059,14.99397098367796,16.067433477417786,104.0,38.0,21.2,1.22,0.76,20.8
0.05,0.8075,0.1425,2.55,0.45,1,1.695760000000001,13.748588709770196,13.488257532983164,13.383332009508031,34.6,14.167595400208965,150.22,14.127791666767372,12.718995012112048,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,18.23,1.06,0.62,12.02
0.05,0.7885,0.1615,2.49,0.51,0,1.698575,13.748588709770196,11.770393394666886,14.321123399957301,32.6,11.599997776310113,150.22,15.271361592621036,16.59485963017334,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,20.2,0.86,0.7076399999999999,13.2
0.05,0.7885,0.1615,2.49,0.51,1,1.756820000000002,13.748588709770196,15.159048660965988,14.720934210311336,52.0,14.50981884057955,104.0,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,110.0,50.0,22.28,1.104,0.702,17.28
0.05,0.81,0.14,2.55,0.45,1,1.60582,15.131265603223945,15.569879212259472,14.720934210311336,34.008,14.50981884057955,190.22,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,22.3,1.08,0.751,18.1
0.6,0.332,0.068,2.49,0.51,1,1.695760000000001,13.748588709770196,13.488257532983164,13.383332009508031,34.6,14.50981884057955,160.22,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,16.0,0.96,0.7,10.8
0.0,0.85,0.15,2.7,0.3,1,1.58,15.131265603223945,15.159048660965988,14.720934210311336,24.2,14.50981884057955,65.2,14.127791666767372,13.387363546219715,14.540728643216081,14.234280155654995,14.00101851851855,100.0,10.0,21.3,1.06,0.7,15.3
0.0,0.17,0.83,2.5,0.5,1,1.63,13.748588709770196,13.488257532983164,13.383332009508031,24.2,14.50981884057955,59.0034,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,30.0,22.7,1.04,0.68,16.0
0.05,0.8,0.15,2.7,0.3,1,1.59,15.131265603223945,15.286889565844112,14.720934210311336,28.0,15.477787737044352,172.0,15.271361592621036,15.043190661450348,14.540728643216081,14.234280155654995,15.477787737044352,115.0,20.0,23.12,1.16,0.8237,22.09
0.05,0.7885,0.1615,2.49,0.51,1,1.633519999999999,15.131265603223945,15.569879212259472,14.720934210311336,52.0,15.242291398447327,104.0,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,110.0,50.0,22.81,1.152,0.772,20.28
0.0,1.0,0.0,1.5,1.5,1,1.91,13.748588709770196,13.488257532983164,13.383332009508031,21.2,14.50981884057955,94.0034,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,30.0,7.1,1.06,0.5,3.7
0.05,0.7885,0.1615,0.9,2.1,1,1.69477,15.131265603223945,15.569879212259472,14.720934210311336,22.2,14.50981884057955,139.2,14.127791666767372,15.043190661450348,13.612357075332145,14.234280155654995,14.00101851851855,100.0,10.0,10.52,1.13,0.576,6.88
0.17,0.83,0.0,1.8,1.2,0,1.68654,15.131265603223945,15.405229294435959,14.641134841501426,21.2,14.581340348683298,94.0034,15.271361592621036,16.59485963017334,14.540728643216081,14.864158233543485,14.00101851851855,100.0,30.0,17.0,1.21,0.75,15.2
0.0,0.85,0.15,2.25,0.75,1,1.65,15.131265603223945,15.159048660965988,14.720934210311336,22.2,14.50981884057955,139.2,14.127791666767372,13.387363546219715,14.540728643216081,14.234280155654995,14.00101851851855,100.0,10.0,17.91,1.07,0.64,11.17
0.3,0.6,0.1,2.4,0.6,1,1.7,16.219904627831337,16.219904627831337,14.720934210311336,32.0,13.615021021673606,159.0,16.33707903623317,16.59485963017334,16.35308226066059,14.99397098367796,16.067433477417786,129.0,38.0,19.6,1.2,0.82,19.2
0.1,0.9,0.0,3.0,0.0,1,1.53,13.748588709770196,13.488257532983164,14.720934210311336,28.0,14.50981884057955,172.0,15.271361592621036,13.387363546219715,14.540728643216081,14.99397098367796,14.00101851851855,185.0,30.0,22.25,0.69,0.45,6.82
0.2,0.8,0.0,1.95,1.05,0,1.76,13.748588709770196,11.770393394666886,14.641134841501426,28.0,13.462378402126571,172.0,15.271361592621036,12.718995012112048,14.540728643216081,14.99397098367796,14.00101851851855,150.0,30.0,1.07,14.3,0.76,11.6
0.05,0.54,0.41,2.94,0.06,1,1.63836,15.131265603223945,15.569879212259472,14.720934210311336,28.0,14.50981884057955,172.0,14.127791666767372,15.043190661450348,14.540728643216081,14.99397098367796,15.455669296402643,150.0,15.0,24.23,1.126,0.8035,21.92
0.05,0.55,0.4,2.88,0.12,1,1.685576666666667,13.748588709770196,13.488257532983164,14.945644076899692,28.0,14.50981884057955,172.0,14.127791666767372,15.043190661450348,14.908969235021235,14.99397098367796,14.00101851851855,150.0,15.0,22.5,1.089,0.73,18.0
0.0,0.4,0.6,3.0,0.0,1,1.694840000000001,14.036472428746311,14.036472428746311,14.720934210311336,32.0,11.599997776310113,159.0,15.271361592621036,15.043190661450348,13.612357075332145,14.234280155654995,16.067433477417786,134.0,17.0,19.6,1.04,0.538,11.0
0.6,0.4,0.0,1.8,1.2,0,1.78,15.131265603223945,11.770393394666886,14.641134841501426,30.0,15.76762475068065,165.0,15.271361592621036,13.387363546219715,14.540728643216081,14.234280155654995,14.00101851851855,130.0,10.0,1.12,14.0,0.774,12.1
0.17,0.83,0.0,1.8,1.2,0,1.75,15.131265603223945,15.405229294435959,14.641134841501426,21.2,15.76762475068065,98.0034,15.271361592621036,12.718995012112048,14.540728643216081,14.99397098367796,14.00101851851855,100.0,30.0,1.13,17.4,0.74,14.6
0.04,0.92,0.04,3.0,0.0,0,1.559198888888889,15.131265603223945,15.922031015204524,14.720934210311336,26.2,15.76762475068065,25.0,15.271361592621036,15.043190661450348,14.540728643216081,15.346378177937725,14.00101851851855,100.0,15.0,24.79,1.05,0.8176,21.08
0.05,0.87,0.08,2.76,0.24,0,1.695760000000001,15.131265603223945,15.922031015204524,15.67940413943355,24.2,15.76762475068065,55.0034,15.271361592621036,13.387363546219715,14.540728643216081,14.99397098367796,15.010698314081191,100.0,30.0,22.54,1.02,0.803,18.5
0.05,0.87,0.08,2.76,0.24,0,1.529135450293171,15.131265603223945,15.922031015204524,15.67940413943355,24.2,15.76762475068065,59.0034,15.271361592621036,13.387363546219715,14.540728643216081,14.99397098367796,14.945644076899692,100.0,30.0,22.25,1.05,0.759,18.0
0.25,0.5625,0.1875,2.49,0.51,0,1.68,15.131265603223945,15.405229294435959,14.641134841501426,21.2,15.76762475068065,94.0034,15.422352987268296,15.043190661450348,14.540728643216081,14.99397098367796,14.671736191979742,100.0,30.0,18.1,1.13,0.674,13.8
0.2,0.0,0.8,3.0,0.0,0,1.57,15.131265603223945,11.770393394666886,14.720934210311336,24.0,11.599997776310113,198.0,12.108966965883685,13.387363546219715,14.540728643216081,11.813466461809325,11.742799527037969,110.0,10.0,6.76,1.04,0.65,4.58
0.04,0.92,0.04,3.0,0.0,0,1.63836,15.131265603223945,15.922031015204524,14.720934210311336,26.2,15.76762475068065,25.0,15.271361592621036,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,15.0,24.03,0.98,0.7495,17.62
0.2,0.8,0.0,2.84,0.16,1,1.58,13.748588709770196,13.488257532983164,13.383332009508031,24.2,14.50981884057955,61.2,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,10.0,21.9,1.073,0.742,17.35
0.05,0.87,0.08,2.76,0.24,0,1.695760000000001,15.131265603223945,15.922031015204524,15.67940413943355,24.2,15.76762475068065,59.0034,15.271361592621036,13.387363546219715,14.540728643216081,14.99397098367796,14.776503060227794,100.0,30.0,22.39,1.04,0.718,16.7
0.15,0.75,0.1,3.0,0.0,1,1.60582,15.131265603223945,15.008992549550662,14.720934210311336,26.0,14.50981884057955,120.0,15.271361592621036,15.043190661450348,14.540728643216081,14.234280155654995,14.36215413943355,110.0,5.0,23.15,1.13,0.7681,20.09
0.06,0.8,0.14,2.58,0.42,1,1.69477,13.748588709770196,15.159048660965988,14.720934210311336,24.2,14.50981884057955,59.0034,15.271361592621036,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,30.0,23.06,1.09,0.779,19.61
0.0,1.0,0.0,1.0,2.0,1,1.97,13.748588709770196,13.488257532983164,13.383332009508031,21.2,14.50981884057955,94.0034,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,30.0,12.8,1.14,0.52,7.5
0.0,0.0,1.0,3.0,0.0,1,1.59,13.748588709770196,13.488257532983164,13.383332009508031,23.2,14.50981884057955,55.2034,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,30.0,21.2,0.91,0.54,10.3
0.05,0.7885,0.1615,2.49,0.51,0,1.695760000000001,13.748588709770196,15.405229294435959,14.720934210311336,32.8,15.02940413943355,150.22,15.271361592621036,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,20.29,1.0788,0.7274,13.7
0.06,0.79,0.15,2.55,0.45,1,1.59,13.748588709770196,13.488257532983164,13.383332009508031,34.008,14.50981884057955,190.22,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,22.6,1.05,0.73,17.3
0.2134,0.7566,0.03,2.473,0.4365,1,1.67,16.219904627831337,16.219904627831337,14.720934210311336,30.2,13.615021021673606,143.0034,16.33707903623317,16.59485963017334,16.35308226066059,14.99397098367796,16.067433477417786,100.0,44.0,20.2,1.22,0.832,20.4
0.0,0.4,0.6,3.0,0.0,1,1.53,13.748588709770196,13.488257532983164,13.383332009508031,23.2,14.50981884057955,100.2,14.127791666767372,15.043190661450348,14.540728643216081,11.813466461809325,14.198525610001713,75.0,10.0,21.2,1.003,0.7,14.9
0.065,0.6545,0.2805,2.67,0.33,1,1.685390000000001,15.131265603223945,15.569879212259472,14.720934210311336,28.0,14.563125162272478,172.0,12.108966965883685,15.043190661450348,14.540728643216081,14.99397098367796,14.00101851851855,150.0,15.0,23.43,1.02,0.6196,15.06
0.05,0.7885,0.1615,2.49,0.51,0,1.63836,13.748588709770196,11.770393394666886,14.720934210311336,34.008,11.599997776310113,190.22,15.271361592621036,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,22.28,0.94,0.72,15.06
0.0,0.5,0.5,0.0,3.0,1,2.28,13.748588709770196,13.488257532983164,13.383332009508031,21.2,14.50981884057955,94.0034,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,30.0,7.0,1.39,0.73,7.1
0.05,0.8,0.15,1.8,1.2,1,1.768,15.131265603223945,15.159048660965988,14.720934210311336,42.4,14.435800289598646,102.0,15.422352987268296,16.59485963017334,16.35308226066059,14.99397098367796,16.067433477417786,100.0,44.0,14.899,1.32,0.651,12.803
