Cs,FA,MA,I,Br,structure,bandgap,glass,ETL,ETL-2,Ethickness,HTL,Hthickness,meta,depositionProcedure,depositionMethod,Anti-solvent,PrecursorSolution,AnnealingTemperature,AnnealingTime,Jsc,Voc,FF,PCE
0.0,0.4,0.6,3.0,0.0,1,1.53,13.748588709770196,13.488257532983164,13.383332009508031,32.8,14.50981884057955,150.22,14.127791666767372,13.387363546219715,14.540728643216081,11.813466461809325,14.36215413943355,100.0,60.0,20.87,0.975,0.6997,14.23
0.0,0.33,0.67,2.0,1.0,1,1.76,13.748588709770196,13.488257532983164,13.383332009508031,22.2,14.50981884057955,94.0034,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,30.0,20.4,1.17,0.73,17.5
0.25,0.5625,0.1875,2.1,0.9,0,1.76,15.131265603223945,15.405229294435959,14.641134841501426,21.2,15.76762475068065,94.0034,15.422352987268296,15.043190661450348,14.540728643216081,14.99397098367796,14.671736191979742,100.0,30.0,16.7,1.17,0.696,13.6
0.1,0.747,0.153,2.49,0.51,1,1.69005,13.748588709770196,14.369822431262458,13.383332009508031,36.008,14.50981884057955,190.22,15.422352987268296,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,21.8,1.1,0.73,17.5
0.15,0.7,0.15,3.0,0.0,1,1.685676666666667,15.131265603223945,15.008992549550662,14.720934210311336,26.0,14.50981884057955,120.0,15.271361592621036,15.043190661450348,14.540728643216081,14.234280155654995,14.36215413943355,110.0,5.0,23.08,1.13,0.7494,19.54
0.05,0.87,0.08,2.76,0.24,0,1.529135450293171,15.131265603223945,15.922031015204524,15.67940413943355,23.2,15.76762475068065,55.2034,15.271361592621036,13.387363546219715,14.540728643216081,14.99397098367796,14.138971535849105,100.0,30.0,21.4,0.92,0.589,11.8
0.05,0.7885,0.1615,2.49,0.51,1,1.695760000000001,13.748588709770196,14.892146700255825,14.720934210311336,46.208,14.50981884057955,200.62,14.127791666767372,13.387363546219715,14.908969235021235,14.646394585864797,14.00101851851855,100.0,60.0,23.1,1.09,0.627,15.7
0.1,0.75,0.15,2.01,0.99,1,1.73,16.219904627831337,16.219904627831337,14.720934210311336,32.0,13.615021021673606,154.01399999999998,16.33707903623317,16.59485963017334,16.35308226066059,14.99397098367796,16.067433477417786,100.0,32.0,18.04,1.13,0.7464,17.3
0.1,0.765,0.135,2.55,0.45,1,1.611,13.748588709770196,13.488257532983164,13.383332009508031,32.6,14.50981884057955,190.22,14.127791666767372,13.387363546219715,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,21.28,1.061,0.6955,15.71
0.17,0.83,0.0,1.8,1.2,1,1.75,16.219904627831337,16.219904627831337,14.720934210311336,30.0,13.615021021673606,176.0,16.33707903623317,16.59485963017334,16.35308226066059,14.99397098367796,16.067433477417786,110.0,27.0,19.8,1.2,0.751,17.1
0.06,0.8,0.14,2.58,0.42,1,1.69477,13.748588709770196,15.159048660965988,14.720934210311336,24.2,14.50981884057955,55.0034,15.271361592621036,15.043190661450348,14.540728643216081,14.234280155654995,15.385410720246625,100.0,30.0,23.46,1.12,0.807,21.38
0.1,0.747,0.153,2.49,0.51,1,1.69005,13.748588709770196,13.488257532983164,13.383332009508031,72.6,14.50981884057955,200.62,15.422352987268296,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,23.5,1.11,0.77,20.0
0.05,0.87,0.08,2.76,0.24,0,1.560973333333333,15.131265603223945,15.922031015204524,15.67940413943355,24.2,15.036628530570882,59.0034,15.271361592621036,13.387363546219715,14.540728643216081,14.99397098367796,14.852116051924115,100.0,30.0,22.99,1.04,0.745,17.8
0.05,0.7125,0.2375,2.1,0.9,0,1.73,15.131265603223945,15.405229294435959,14.641134841501426,21.2,15.76762475068065,94.0034,15.422352987268296,15.043190661450348,14.540728643216081,14.99397098367796,14.671736191979742,100.0,30.0,15.0,1.13,0.66,11.2
0.05,0.7885,0.1615,2.515,0.4845,0,1.68654,15.131265603223945,15.405229294435959,14.720934210311336,34.008,15.192850178189387,190.22,15.422352987268296,13.387363546219715,14.540728643216081,15.164991764957218,14.00101851851855,100.0,60.0,22.5,1.11,0.799,19.9
0.2,0.8,0.0,3.0,0.0,1,1.55,13.748588709770196,13.488257532983164,14.720934210311336,28.0,14.50981884057955,172.0,15.271361592621036,13.387363546219715,14.540728643216081,14.99397098367796,14.00101851851855,185.0,30.0,20.75,0.7,0.53,7.67
0.05,0.7125,0.2375,2.49,0.51,0,1.65,15.131265603223945,15.405229294435959,14.641134841501426,22.2,15.76762475068065,94.0034,15.422352987268296,15.043190661450348,14.540728643216081,14.99397098367796,14.671736191979742,100.0,30.0,19.5,1.07,0.704,14.6
0.05,0.79,0.16,2.7,0.3,0,1.697286666666668,15.131265603223945,15.309947805116085,14.641134841501426,38.0,15.309947805116085,104.02,15.271361592621036,16.59485963017334,16.35308226066059,14.99397098367796,16.067433477417786,100.0,60.0,22.4,1.098,0.85,20.8
0.0,0.83,0.17,2.0,1.0,1,1.68,13.748588709770196,13.488257532983164,13.383332009508031,22.2,14.50981884057955,94.0034,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,30.0,19.1,1.18,0.65,14.7
0.05,0.8,0.15,2.4,0.6,1,1.654,15.131265603223945,15.159048660965988,14.720934210311336,42.4,14.435800289598646,102.0,15.422352987268296,16.59485963017334,16.35308226066059,14.99397098367796,16.067433477417786,102.0,42.0,16.927,1.14,0.727,14.024
0.05,0.7885,0.1615,2.49,0.51,1,1.633519999999999,15.131265603223945,15.569879212259472,14.720934210311336,52.0,15.211065364600207,104.0,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,110.0,50.0,23.09,1.137,0.763,20.04
0.05,0.8,0.15,2.85,0.15,1,1.844525634920634,13.748588709770196,15.569879212259472,14.720934210311336,72.6,14.50981884057955,205.6,15.271361592621036,16.59485963017334,16.35308226066059,14.99397098367796,16.067433477417786,140.0,31.0,24.02,1.09,0.76,19.93
0.05,0.7125,0.2375,2.28,0.72,0,1.68,15.131265603223945,15.405229294435959,14.641134841501426,21.2,15.76762475068065,94.0034,15.422352987268296,15.043190661450348,14.540728643216081,14.99397098367796,14.671736191979742,100.0,30.0,17.5,1.11,0.733,14.3
0.3,0.0,0.7,3.0,0.0,0,1.58,15.131265603223945,11.770393394666886,14.720934210311336,24.0,11.599997776310113,198.0,12.108966965883685,13.387363546219715,14.540728643216081,11.813466461809325,11.742799527037969,110.0,10.0,5.85,1.04,0.62,3.78
0.05,0.8,0.15,2.55,0.45,1,1.695760000000001,13.748588709770196,13.488257532983164,14.720934210311336,34.008,14.50981884057955,190.22,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,22.39,1.104,0.75,18.24
0.0,0.85,0.15,2.55,0.45,1,1.695760000000001,15.131265603223945,15.569879212259472,14.720934210311336,28.0,14.50981884057955,172.0,14.127791666767372,15.043190661450348,14.540728643216081,15.053820344376593,14.00101851851855,130.0,30.0,20.92,1.12,0.6557,15.46
0.1,0.747,0.153,2.49,0.51,1,1.603289999999999,13.748588709770196,13.488257532983164,13.383332009508031,80.0,14.50981884057955,250.0,14.127791666767372,13.387363546219715,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,22.3,1.09,0.73,17.8
0.0,0.85,0.15,2.55,0.45,1,1.68654,15.131265603223945,15.569879212259472,14.720934210311336,28.0,14.50981884057955,172.0,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,130.0,30.0,22.13,1.15,0.7141,18.17
0.05,0.7885,0.1615,3.0,0.0,1,1.695760000000001,15.131265603223945,15.569879212259472,14.720934210311336,24.2,14.50981884057955,65.2,14.127791666767372,15.043190661450348,13.612357075332145,14.234280155654995,14.00101851851855,100.0,10.0,21.67,0.82,0.6826,12.08
0.05,0.7885,0.1615,2.49,0.51,1,1.832045634920634,15.131265603223945,15.569879212259472,14.720934210311336,30.0,14.50981884057955,165.0,15.271361592621036,13.387363546219715,14.540728643216081,14.234280155654995,14.00101851851855,120.0,10.0,19.96,1.13,0.6966,15.73
0.05,0.87,0.08,2.76,0.24,0,1.695760000000001,15.131265603223945,15.922031015204524,15.67940413943355,24.2,15.76762475068065,59.0034,15.271361592621036,13.387363546219715,14.540728643216081,14.99397098367796,14.816653285698994,100.0,30.0,22.16,1.05,0.75,17.3
0.175,0.75,0.075,2.64,0.36,0,1.685746666666667,15.131265603223945,15.286889565844112,14.720934210311336,23.2,14.96385926331051,55.2034,15.271361592621036,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,30.0,21.24,1.09,0.7757,18.14
0.05,0.7885,0.1615,2.49,0.51,1,1.69073,13.748588709770196,13.488257532983164,14.720934210311336,26.20800000000001,14.50981884057955,190.22,14.127791666767372,15.043190661450348,13.612357075332145,14.234280155654995,14.00101851851855,100.0,60.0,21.6,1.112,0.733,17.6
0.0,1.0,0.0,2.0,1.0,1,2.27,13.748588709770196,13.488257532983164,13.383332009508031,21.2,14.50981884057955,94.0034,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,30.0,3.9,0.99,0.5,1.9
0.0,0.17,0.83,2.0,1.0,1,1.76,13.748588709770196,13.488257532983164,13.383332009508031,21.2,14.50981884057955,94.0034,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,30.0,16.7,1.12,0.65,12.2
0.05,0.7885,0.1615,2.49,0.51,1,1.69477,13.748588709770196,13.471515062366926,14.720934210311336,34.6,13.615021021673606,160.22,14.127791666767372,13.387363546219715,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,16.37,0.8,0.51,6.67
0.17,0.83,0.0,2.25,0.75,0,1.68,15.131265603223945,15.405229294435959,14.641134841501426,21.2,15.76762475068065,98.0034,15.271361592621036,12.718995012112048,14.540728643216081,14.99397098367796,14.00101851851855,100.0,30.0,1.1,19.0,0.74,15.4
0.05,0.7885,0.1615,2.7,0.3,1,1.55,13.748588709770196,15.569879212259472,13.905069668284664,40.6,14.50981884057955,74.0,15.271361592621036,12.718995012112048,12.719754513751047,14.99397098367796,14.00101851851855,100.0,60.0,0.9,18.3,0.58,8.9
0.0,0.0,1.0,3.0,0.0,1,1.58,13.748588709770196,15.569879212259472,13.905069668284664,40.6,14.50981884057955,74.0,15.271361592621036,12.718995012112048,12.719754513751047,14.99397098367796,14.00101851851855,100.0,60.0,0.81,16.3,0.53,7.5
0.0,0.0,1.0,2.55,0.45,1,1.53797,13.748588709770196,15.159048660965988,14.720934210311336,32.8,14.50981884057955,150.22,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,20.5,1.0254,0.7,14.7
0.0,0.0,1.0,3.0,0.0,1,1.6905973333333335,13.748588709770196,13.488257532983164,13.383332009508031,32.6,14.50981884057955,150.22,14.127791666767372,13.387363546219715,14.540728643216081,11.813466461809325,14.36215413943355,100.0,60.0,19.79,0.987,0.7418,14.49
0.05,0.7885,0.1615,2.7,0.3,0,1.58,13.748588709770196,11.770393394666886,14.641134841501426,40.6,13.462378402126571,74.0,15.271361592621036,12.718995012112048,14.540728643216081,14.99397098367796,14.00101851851855,100.0,60.0,0.95,20.0,0.78,15.4
0.0,0.0,1.0,3.0,0.0,0,1.6,15.131265603223945,11.770393394666886,14.720934210311336,23.2,11.599997776310113,104.2,15.271361592621036,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,10.0,19.6,0.92,0.73,14.07
0.0,0.67,0.33,2.5,0.5,1,1.64,13.748588709770196,13.488257532983164,13.383332009508031,24.2,14.50981884057955,59.0034,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,30.0,23.7,1.14,0.76,20.7
0.0,0.0,1.0,1.5,1.5,1,1.87,15.131265603223945,14.580685119632928,14.720934210311336,48.0,14.19100107926913,102.0,14.127791666767372,14.308424410650709,16.35308226066059,14.99397098367796,16.067433477417786,102.0,28.0,10.5,1.206,0.791,10.0
0.0,0.33,0.67,0.5,2.5,1,2.14,13.748588709770196,13.488257532983164,13.383332009508031,21.2,14.50981884057955,94.0034,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,30.0,4.4,0.99,0.66,2.9
0.15,0.75,0.1,2.49,0.51,1,1.665763333333333,13.748588709770196,13.488257532983164,13.383332009508031,31.0,14.50981884057955,50.0314,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,21.1,1.06,0.75,16.8
0.05,0.83,0.12,2.61,0.39,1,1.61,13.748588709770196,13.488257532983164,13.383332009508031,32.008,14.50981884057955,190.22,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,50.0,22.21,1.097,0.785,19.11
0.05,0.7885,0.1615,2.49,0.51,1,1.542695000000001,15.131265603223945,15.569879212259472,14.720934210311336,30.0,14.50981884057955,165.0,15.271361592621036,13.387363546219715,14.540728643216081,14.234280155654995,14.00101851851855,120.0,20.0,19.78,1.14,0.7534,17.04
1.0,0.0,0.0,3.0,0.0,0,2.05,15.131265603223945,11.770393394666886,14.720934210311336,24.0,11.599997776310113,198.0,12.108966965883685,13.387363546219715,14.540728643216081,11.813466461809325,11.742799527037969,110.0,10.0,0.26,0.79,0.45,0.09
0.0,0.8,0.2,2.4,0.6,1,1.64,15.131265603223945,15.159048660965988,14.720934210311336,23.2,14.50981884057955,104.2,14.127791666767372,13.387363546219715,14.540728643216081,14.234280155654995,14.00101851851855,100.0,10.0,20.48,1.03,0.64,13.48
0.17,0.83,0.0,1.5,1.5,1,1.86,13.748588709770196,15.569879212259472,14.720934210311336,34.6,14.50981884057955,160.22,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,15.1,1.296,0.674,15.01
0.0,0.85,0.15,2.55,0.45,1,1.695760000000001,15.131265603223945,15.569879212259472,14.720934210311336,28.0,14.50981884057955,172.0,14.127791666767372,15.043190661450348,14.540728643216081,14.883192009205452,14.00101851851855,130.0,30.0,21.74,1.16,0.6985,17.52
0.0,0.95,0.05,2.85,0.15,1,1.67593,15.131265603223945,15.569879212259472,14.720934210311336,28.0,14.10952269049925,172.0,14.127791666767372,15.043190661450348,13.612357075332145,14.596784135103238,14.00101851851855,120.0,30.0,20.9,0.96,0.681,13.8
0.0,0.0,1.0,3.0,0.0,0,1.61,15.131265603223945,14.580685119632928,14.734614611936987,23.2,15.02940413943355,104.2,15.271361592621036,15.043190661450348,14.540728643216081,11.813466461809325,14.00101851851855,100.0,10.0,20.13,1.05,0.73,15.43
0.02,0.38,0.6,2.975,0.025,0,1.739409999999999,15.131265603223945,11.770393394666886,14.720934210311336,24.2,11.599997776310113,65.2,14.301024664785722,13.387363546219715,14.908969235021235,14.99397098367796,14.198525610001713,100.0,10.0,21.35,1.0,0.6865,14.66
0.0,0.7,0.3,2.1,0.9,1,1.69,15.131265603223945,15.159048660965988,14.720934210311336,22.2,14.50981884057955,139.2,14.127791666767372,13.387363546219715,14.540728643216081,14.234280155654995,14.00101851851855,100.0,10.0,17.97,1.07,0.62,12.58
0.0,0.85,0.15,2.55,0.45,1,1.68654,15.131265603223945,15.569879212259472,14.720934210311336,28.0,14.50981884057955,172.0,14.127791666767372,15.043190661450348,14.540728643216081,14.816836687280324,14.00101851851855,130.0,30.0,20.92,1.11,0.7322,17.01
0.0,0.5,0.5,0.5,2.5,1,2.14,13.748588709770196,13.488257532983164,13.383332009508031,21.2,14.50981884057955,94.0034,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,30.0,6.9,0.98,0.58,3.9
0.0,0.95,0.05,2.85,0.15,1,1.693770000000001,15.131265603223945,15.569879212259472,14.720934210311336,28.0,14.50981884057955,172.0,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,120.0,30.0,23.4,1.13,0.837,22.2
0.05,0.7125,0.2375,2.4,0.6,0,1.67,15.131265603223945,15.405229294435959,14.641134841501426,22.2,15.76762475068065,94.0034,15.422352987268296,15.043190661450348,14.540728643216081,14.99397098367796,14.671736191979742,100.0,30.0,18.8,1.11,0.714,14.9
0.05,0.87,0.08,2.76,0.24,0,1.695760000000001,15.131265603223945,15.922031015204524,15.67940413943355,24.2,15.76762475068065,59.0034,15.271361592621036,13.387363546219715,14.540728643216081,14.99397098367796,14.854568144845594,100.0,30.0,22.46,0.98,0.783,17.3
0.05,0.8,0.15,2.55,0.45,1,1.695760000000001,13.748588709770196,15.159048660965988,14.720934210311336,72.6,14.50981884057955,200.62,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,15.290431533961636,100.0,60.0,23.215,1.162,0.765,20.65
0.05,0.87,0.08,2.76,0.24,0,1.695760000000001,15.131265603223945,15.922031015204524,15.67940413943355,22.2,15.76762475068065,94.0034,15.271361592621036,13.387363546219715,14.540728643216081,14.99397098367796,14.373166789702502,100.0,30.0,20.1,0.99,0.68,13.6
0.03,0.945,0.025,2.925,0.075,1,1.762353333333336,15.131265603223945,15.569879212259472,14.720934210311336,28.0,14.50981884057955,172.0,15.271361592621036,15.043190661450348,14.540728643216081,14.99397098367796,14.00101851851855,150.0,20.0,24.22,1.12,0.702,19.5
0.05,0.7885,0.1615,2.515,0.4845,0,1.685676666666667,15.131265603223945,15.405229294435959,14.720934210311336,32.8,14.724459670482595,190.22,15.422352987268296,13.387363546219715,14.540728643216081,15.164991764957218,14.00101851851855,100.0,60.0,21.1,0.94,0.821,16.3
0.05,0.875,0.075,2.835,0.225,1,1.603289999999999,13.748588709770196,13.488257532983164,13.383332009508031,52.0,15.497538397221335,104.0,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,120.0,60.0,24.47,1.1,0.779,21.0
0.05,0.7885,0.1615,2.515,0.4845,0,1.687240000000001,15.131265603223945,15.405229294435959,14.720934210311336,26.20800000000001,14.607362043555897,190.22,15.422352987268296,13.387363546219715,14.540728643216081,15.164991764957218,14.00101851851855,100.0,60.0,21.6,1.09,0.65,15.4
0.16,0.8,0.04,1.5,1.5,0,1.844642301587301,13.748588709770196,11.770393394666886,14.641134841501426,21.2,15.76762475068065,177.2,15.271361592621036,13.387363546219715,14.540728643216081,14.234280155654995,14.00101851851855,100.0,15.0,17.64,1.22,0.73,15.7
0.0,0.65,0.35,3.0,0.0,0,1.52,15.131265603223945,14.580685119632928,14.734614611936987,23.2,15.02940413943355,104.2,15.271361592621036,15.043190661450348,14.540728643216081,11.813466461809325,14.00101851851855,100.0,10.0,19.43,0.98,0.58,11.04
0.25,0.75,0.0,2.4,0.6,0,1.68,15.131265603223945,15.405229294435959,14.641134841501426,22.2,15.76762475068065,98.0034,15.271361592621036,12.718995012112048,14.540728643216081,14.99397098367796,14.00101851851855,100.0,30.0,1.1,19.4,0.81,17.4
0.05,0.87,0.08,2.76,0.24,0,1.695760000000001,15.131265603223945,15.922031015204524,15.67940413943355,24.2,15.036628530570882,59.0034,15.271361592621036,13.387363546219715,14.540728643216081,14.99397098367796,15.0507075427848,100.0,30.0,22.92,1.08,0.781,19.2
0.1,0.747,0.153,2.49,0.51,1,1.698575,13.748588709770196,13.488257532983164,13.383332009508031,30.0,14.50981884057955,50.0314,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,22.0,1.13,0.77,19.1
0.0,0.0,1.0,3.0,0.0,0,1.61,13.748588709770196,11.770393394666886,14.641134841501426,40.6,13.462378402126571,74.0,15.271361592621036,12.718995012112048,14.540728643216081,14.99397098367796,14.00101851851855,100.0,60.0,1.04,18.9,0.79,15.6
0.0,1.0,0.0,3.0,0.0,0,1.51,15.131265603223945,14.580685119632928,14.734614611936987,28.0,15.02940413943355,172.0,15.271361592621036,15.043190661450348,14.540728643216081,11.813466461809325,14.00101851851855,150.0,10.0,20.76,0.96,0.63,12.56
0.0,1.0,0.0,3.0,0.0,1,1.48,13.748588709770196,13.488257532983164,14.720934210311336,28.0,14.50981884057955,172.0,15.271361592621036,13.387363546219715,14.540728643216081,14.99397098367796,14.00101851851855,185.0,30.0,15.28,0.72,0.36,3.94
0.15,0.65,0.2,2.4,0.6,1,1.68,16.219904627831337,16.219904627831337,14.720934210311336,37.4,13.615021021673606,131.2,16.33707903623317,16.59485963017334,16.35308226066059,14.99397098367796,16.067433477417786,104.0,38.0,21.2,1.17,0.798,19.8
0.05,0.87,0.08,2.76,0.24,0,1.695760000000001,15.131265603223945,15.922031015204524,15.67940413943355,24.2,15.76762475068065,59.0034,15.271361592621036,13.387363546219715,14.540728643216081,14.99397098367796,15.0507075427848,100.0,30.0,22.0,1.05,0.766,17.7
0.05,0.75,0.2,2.88,0.12,1,1.695760000000001,15.131265603223945,15.569879212259472,14.720934210311336,28.0,14.50981884057955,172.0,14.127791666767372,15.043190661450348,14.540728643216081,14.99397098367796,14.00101851851855,150.0,15.0,25.19,1.13,0.804,22.97
0.15,0.85,0.0,3.0,0.0,1,1.60582,15.131265603223945,15.008992549550662,14.720934210311336,28.0,14.50981884057955,172.0,15.271361592621036,15.043190661450348,14.540728643216081,14.234280155654995,14.36215413943355,130.0,5.0,21.4,1.12,0.6969,16.7
0.15,0.6375,0.2125,2.7,0.3,0,1.63,15.131265603223945,15.405229294435959,14.641134841501426,23.2,15.76762475068065,55.2034,15.422352987268296,15.043190661450348,14.540728643216081,14.99397098367796,14.671736191979742,100.0,30.0,21.2,1.06,0.722,16.2
0.05,0.79,0.15,2.45,0.55,1,1.683195,15.131265603223945,15.569879212259472,14.720934210311336,46.208000000000006,14.50981884057955,190.22,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,22.83,1.1,0.7762,18.38
0.15,0.7055,0.1445,2.49,0.51,1,1.603289999999999,13.748588709770196,15.159048660965988,14.720934210311336,60.0,14.50981884057955,80.0,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,110.0,60.0,18.57,0.98,0.6123,11.27
0.0,0.75,0.25,2.49,0.51,1,1.758393095238095,13.748588709770196,13.488257532983164,13.383332009508031,31.0,14.50981884057955,50.0314,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,18.6,0.906,0.6,10.1
0.0,0.6,0.4,1.8,1.2,1,1.77,15.131265603223945,15.159048660965988,14.720934210311336,22.2,14.50981884057955,139.2,14.127791666767372,13.387363546219715,14.540728643216081,14.234280155654995,14.00101851851855,100.0,10.0,17.21,1.1,0.59,12.19
0.05,0.0,0.95,3.0,0.0,0,1.51,15.131265603223945,11.770393394666886,14.720934210311336,24.0,11.599997776310113,198.0,12.108966965883685,13.387363546219715,14.540728643216081,11.813466461809325,11.742799527037969,110.0,10.0,8.69,1.01,0.72,6.29
0.05,0.7885,0.1615,2.49,0.51,1,1.603289999999999,13.748588709770196,13.311481638900439,14.720934210311336,34.6,13.615021021673606,160.22,14.127791666767372,13.387363546219715,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,14.91,0.83,0.44,5.44
0.0,0.85,0.15,1.65,1.35,1,1.8,15.131265603223945,15.159048660965988,14.720934210311336,22.2,14.50981884057955,139.2,14.127791666767372,13.387363546219715,14.540728643216081,14.234280155654995,14.00101851851855,100.0,10.0,17.27,1.12,0.59,11.59
0.175,0.75,0.075,2.64,0.36,0,1.527516666666667,15.131265603223945,11.770393394666886,14.933470884212586,24.2,15.02940413943355,65.2,15.271361592621036,15.043190661450348,14.540728643216081,15.101774246135289,14.00101851851855,100.0,10.0,21.6,1.12,0.7905,19.2
0.05,0.7885,0.1615,2.49,0.51,1,1.695760000000001,13.748588709770196,13.344008757491189,14.720934210311336,34.6,13.615021021673606,160.22,14.127791666767372,13.387363546219715,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,15.97,0.81,0.44,5.69
0.25,0.75,0.0,3.0,0.0,1,1.54,13.748588709770196,13.488257532983164,14.720934210311336,28.0,14.50981884057955,172.0,15.271361592621036,13.387363546219715,14.540728643216081,14.99397098367796,14.00101851851855,185.0,30.0,22.61,0.83,0.51,9.48
0.05,0.7885,0.1615,2.49,0.51,1,1.539400000000001,15.131265603223945,15.569879212259472,14.720934210311336,72.6,14.50981884057955,150.428,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,26.04,1.005,0.709,18.58
0.05,0.95,0.0,3.0,0.0,1,1.69477,15.131265603223945,15.008992549550662,14.720934210311336,28.0,14.50981884057955,172.0,15.271361592621036,15.043190661450348,14.540728643216081,14.234280155654995,14.36215413943355,130.0,5.0,19.66,1.12,0.6434,14.17
0.05,0.81,0.14,2.55,0.45,1,1.685676666666667,15.131265603223945,15.569879212259472,14.720934210311336,28.0,14.50981884057955,172.0,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.36215413943355,130.0,10.0,20.7,1.05,0.745,16.6
0.065,0.6545,0.2805,2.67,0.33,1,1.685390000000001,15.131265603223945,15.569879212259472,14.720934210311336,28.0,14.45643621329482,172.0,12.108966965883685,15.043190661450348,14.540728643216081,14.99397098367796,14.00101851851855,150.0,15.0,22.43,1.03,0.6248,14.24
0.06,0.8,0.14,2.58,0.42,1,1.685746666666667,13.748588709770196,15.159048660965988,14.720934210311336,24.2,14.50981884057955,55.0034,15.271361592621036,15.043190661450348,14.540728643216081,14.234280155654995,15.479088821787983,100.0,30.0,23.86,1.13,0.818,22.1
0.05,0.87,0.08,2.76,0.24,0,1.919309841269841,15.131265603223945,15.922031015204524,15.67940413943355,24.2,15.036628530570882,59.0034,15.271361592621036,13.387363546219715,14.540728643216081,14.99397098367796,14.816653285698994,100.0,30.0,22.83,1.035,0.712,16.3
0.1,0.747,0.153,2.49,0.51,1,1.603289999999999,13.748588709770196,15.159048660965988,14.720934210311336,60.0,14.50981884057955,80.0,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,110.0,60.0,19.11,1.06,0.6374,12.55
0.15,0.85,0.0,3.0,0.0,1,1.52,13.748588709770196,13.488257532983164,14.720934210311336,28.0,14.50981884057955,172.0,15.271361592621036,12.718995012112048,14.540728643216081,11.813466461809325,14.00101851851855,170.0,10.0,20.39,1.06,0.74,16.1
0.0,0.0,1.0,0.5,2.5,1,2.16,13.748588709770196,13.488257532983164,13.383332009508031,21.2,14.50981884057955,133.0034,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,30.0,3.0,1.07,1.07,3.5
0.05,0.81,0.14,2.55,0.45,1,1.538470000000001,15.131265603223945,15.221474042549247,14.408028746648979,28.0,14.50981884057955,172.0,14.127791666767372,13.387363546219715,14.540728643216081,14.99397098367796,14.00101851851855,120.0,10.0,24.1,1.16,0.72,20.12
0.0,0.75,0.25,2.25,0.75,1,1.67,15.131265603223945,15.159048660965988,14.720934210311336,23.2,14.50981884057955,104.2,14.127791666767372,13.387363546219715,14.540728643216081,14.234280155654995,14.00101851851855,100.0,10.0,20.88,1.05,0.57,15.83
0.07,0.9,0.03,2.76,0.24,1,1.695760000000001,13.748588709770196,13.488257532983164,13.383332009508031,28.0,15.518121364096881,172.0,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,15.518121364096881,150.0,30.0,24.14,1.12,0.81,22.4
0.0,0.67,0.33,1.0,2.0,1,1.97,13.748588709770196,13.488257532983164,13.383332009508031,21.2,14.50981884057955,94.0034,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,30.0,9.5,1.0,0.59,5.6
