Cs,FA,MA,I,Br,structure,bandgap,glass,ETL,ETL-2,Ethickness,HTL,Hthickness,meta,depositionProcedure,depositionMethod,Anti-solvent,PrecursorSolution,AnnealingTemperature,AnnealingTime,Jsc,Voc,FF,PCE
0.05,0.7885,0.1615,2.49,0.51,1,1.69073,FTO,c-TiO2,unknown,26.20800000000001,spiro,190.22,Au,two-step,R2R,CB,DMF/DMSO,100.0,60.0,21.6,1.112,0.733,17.6
0.0,1.0,0.0,2.0,1.0,1,2.27,FTO,c-TiO2,mp-TiO2,21.2,spiro,94.0034,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,3.9,0.99,0.5,1.9
0.0,0.17,0.83,2.0,1.0,1,1.76,FTO,c-TiO2,mp-TiO2,21.2,spiro,94.0034,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,16.7,1.12,0.65,12.2
0.05,0.7885,0.1615,2.49,0.51,1,1.69477,FTO,3%Nb–PlanarTiO2,unknown,34.6,unknown,160.22,Au,one-step,spin,CB,DMF/DMSO,100.0,60.0,16.37,0.8,0.51,6.67
0.17,0.83,0.0,2.25,0.75,0,1.68,ITO,C,BCP,21.2,PTAA,98.0034,Ag,three-step,spin,unknown,DMF/DMSO,100.0,30.0,1.1,19.0,0.74,15.4
0.05,0.7885,0.1615,2.7,0.3,1,1.55,FTO,SnO2,C,40.6,spiro,74.0,Ag,three-step,CAGQ,unknown,DMF/DMSO,100.0,60.0,0.9,18.3,0.58,8.9
0.0,0.0,1.0,3.0,0.0,1,1.58,FTO,SnO2,C,40.6,spiro,74.0,Ag,three-step,CAGQ,unknown,DMF/DMSO,100.0,60.0,0.81,16.3,0.53,7.5
0.0,0.0,1.0,2.55,0.45,1,1.53797,FTO,TiO2,unknown,32.8,spiro,150.22,Au,two-step,spin,CB,DMF/DMSO,100.0,60.0,20.5,1.0254,0.7,14.7
0.0,0.0,1.0,3.0,0.0,1,1.6905973333333335,FTO,c-TiO2,mp-TiO2,32.6,spiro,150.22,Au,one-step,spin,toluene,DMSO,100.0,60.0,19.79,0.987,0.7418,14.49
0.05,0.7885,0.1615,2.7,0.3,0,1.58,FTO,PCBM,BCP,40.6,ployTPD:F4-TCNQ,74.0,Ag,three-step,spin,unknown,DMF/DMSO,100.0,60.0,0.95,20.0,0.78,15.4
0.0,0.0,1.0,3.0,0.0,0,1.6,ITO,PCBM,unknown,23.2,PEDOT:PSS,104.2,Ag,two-step,spin,CB,DMF/DMSO,100.0,10.0,19.6,0.92,0.73,14.07
0.0,0.67,0.33,2.5,0.5,1,1.64,FTO,c-TiO2,mp-TiO2,24.2,spiro,59.0034,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,23.7,1.14,0.76,20.7
0.0,0.0,1.0,1.5,1.5,1,1.87,ITO,C60,unknown,48.0,TaTm,102.0,Au,Vacuum Deposited,unknown,unknown,unknown,102.0,28.0,10.5,1.206,0.791,10
0.0,0.33,0.67,0.5,2.5,1,2.14,FTO,c-TiO2,mp-TiO2,21.2,spiro,94.0034,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,4.4,0.99,0.66,2.9
0.15,0.75,0.1,2.49,0.51,1,1.665763333333333,FTO,c-TiO2,mp-TiO2,31.0,spiro,50.0314,Au,two-step,spin,CB,DMF/DMSO,100.0,60.0,21.1,1.06,0.75,16.8
0.05,0.83,0.12,2.61,0.39,1,1.61,FTO,c-TiO2,mp-TiO2,32.008,spiro,190.22,Au,two-step,spin,CB,DMF/DMSO,100.0,50.0,22.21,1.097,0.785, 19.11
0.05,0.7885,0.1615,2.49,0.51,1,1.542695000000001,ITO,SnO2,unknown,30.0,spiro,165.0,Ag,one-step,spin,CB,DMF/DMSO,120.0,20.0,19.78,1.14,0.7534,17.04
1.0,0.0,0.0,3.0,0.0,0,2.05,ITO,PCBM,unknown,24.0,PEDOT:PSS,198.0,Al,one-step,spin,toluene,GBL/DMF,110.0,10.0,0.26,0.79,0.45,0.09
0.0,0.8,0.2,2.4,0.6,1,1.64,ITO,TiO2,unknown,23.2,spiro,104.2,Au,one-step,spin,CB,DMF/DMSO,100.0,10.0,20.48,1.03,0.64,13.48
0.17,0.83,0.0,1.5,1.5,1,1.86,FTO,SnO2,unknown,34.6,spiro,160.22,Au,two-step,spin,CB,DMF/DMSO,100.0,60.0,15.1,1.296,0.674,15.01
0.0,0.85,0.15,2.55,0.45,1,1.695760000000001,ITO,SnO2,unknown,28.0,spiro,172.0,Au,two-step,spin,EA/0.4Hex,DMF/DMSO,130.0,30.0,21.74,1.16,0.6985,17.52
0.0,0.95,0.05,2.85,0.15,1,1.67593,ITO,SnO2,unknown,28.0,P3HT,172.0,Au,two-step,R2R,tBuOH/EA,DMF/DMSO,120.0,30.0,20.9,0.96,0.681,13.8
0.0,0.0,1.0,3.0,0.0,0,1.61,ITO,C60,PCBM,23.2,NiOx,104.2,Ag,two-step,spin,toluene,DMF/DMSO,100.0,10.0,20.13,1.05,0.73,15.43
0.02,0.38,0.6,2.975,0.025,0,1.739409999999999,ITO,PCBM,unknown,24.2,PEDOT:PSS,65.2,PEIE/Ag,one-step,coat,unknown,DMF,100.0,10.0,21.35,1.0,0.6865,14.66
0.0,0.7,0.3,2.1,0.9,1,1.69,ITO,TiO2,unknown,22.2,spiro,139.2,Au,one-step,spin,CB,DMF/DMSO,100.0,10.0,17.97,1.07,0.62,12.58
0.0,0.85,0.15,2.55,0.45,1,1.68654,ITO,SnO2,unknown,28.0,spiro,172.0,Au,two-step,spin,TL,DMF/DMSO,130.0,30.0,20.92,1.11,0.7322,17.01
0.0,0.5,0.5,0.5,2.5,1,2.14,FTO,c-TiO2,mp-TiO2,21.2,spiro,94.0034,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,6.9,0.98,0.58,3.9
0.0,0.95,0.05,2.85,0.15,1,1.693770000000001,ITO,SnO2,unknown,28.0,spiro,172.0,Au,two-step,spin,CB,DMF/DMSO,120.0,30.0,23.4,1.13,0.837,22.2
0.05,0.7125,0.2375,2.4,0.6,0,1.67,ITO,C,BCP,22.2,PTAA,94.0034,Cu,two-step,spin,unknown,DMF/NMP,100.0,30.0,18.8,1.11,0.714,14.9
0.05,0.87,0.08,2.76,0.24,0,1.695760000000001,ITO,BCP,C60,24.2,PTAA,59.0034,Ag,one-step,spin,unknown,DMF/DMSO/MASCN,100.0,30.0,22.46,0.98,0.783,17.3
0.05,0.8,0.15,2.55,0.45,1,1.695760000000001,FTO,TiO2,unknown,72.6,spiro,200.62,Au,two-step,spin,CB,DMF/DMSO/KI,100.0,60.0,23.215,1.162,0.765,20.65
0.05,0.87,0.08,2.76,0.24,0,1.695760000000001,ITO,BCP,C60,22.2,PTAA,94.0034,Ag,one-step,spin,unknown,DMF/DMSO/Y6,100.0,30.0,20.1,0.99,0.68,13.6
0.03,0.945,0.025,2.925,0.075,1,1.762353333333336,ITO,SnO2,unknown,28.0,spiro,172.0,Ag,two-step,spin,unknown,DMF/DMSO,150.0,20.0,24.22,1.12,0.702,19.5
0.05,0.7885,0.1615,2.515,0.4845,0,1.685676666666667,ITO,C,unknown,32.8,0.05PTAA,190.22,Cu,one-step,spin,diethyl ether,DMF/DMSO,100.0,60.0,21.1,0.94,0.821,16.3
0.05,0.875,0.075,2.835,0.225,1,1.603289999999999,FTO,c-TiO2,mp-TiO2,52.0,TBTA[6]H/TBPHTFSI,104.0,Au,two-step,spin,CB,DMF/DMSO,120.0,60.0,24.47,1.1,0.779,21
0.05,0.7885,0.1615,2.515,0.4845,0,1.687240000000001,ITO,C,unknown,26.20800000000001,0.066PTAA,190.22,Cu,one-step,spin,diethyl ether,DMF/DMSO,100.0,60.0,21.6,1.09,0.65,15.4
0.16,0.8,0.04,1.5,1.5,0,1.844642301587301,FTO,PCBM,BCP,21.2,PTAA,177.2,Ag,one-step,spin,CB,DMF/DMSO,100.0,15.0,17.64,1.22,0.73,15.7
0.0,0.65,0.35,3.0,0.0,0,1.52,ITO,C60,PCBM,23.2,NiOx,104.2,Ag,two-step,spin,toluene,DMF/DMSO,100.0,10.0,19.43,0.98,0.58,11.04
0.25,0.75,0.0,2.4,0.6,0,1.68,ITO,C,BCP,22.2,PTAA,98.0034,Ag,three-step,spin,unknown,DMF/DMSO,100.0,30.0,1.1,19.4,0.81,17.4
0.05,0.87,0.08,2.76,0.24,0,1.695760000000001,ITO,BCP,C60,24.2,NiOx/PTAA,59.0034,Ag,one-step,spin,unknown,DMF/DMSO/4F-PEAI/Pb(SCN)2,100.0,30.0,22.92,1.08,0.781,19.2
0.1,0.747,0.153,2.49,0.51,1,1.698575,FTO,c-TiO2,mp-TiO2,30.0,spiro,50.0314,Au,two-step,spin,CB,DMF/DMSO,100.0,60.0,22.0,1.13,0.77,19.1
0.0,0.0,1.0,3.0,0.0,0,1.61,FTO,PCBM,BCP,40.6,ployTPD:F4-TCNQ,74.0,Ag,three-step,spin,unknown,DMF/DMSO,100.0,60.0,1.04,18.9,0.79,15.6
0.0,1.0,0.0,3.0,0.0,0,1.51,ITO,C60,PCBM,28.0,NiOx,172.0,Ag,two-step,spin,toluene,DMF/DMSO,150.0,10.0,20.76,0.96,0.63,12.56
0.0,1.0,0.0,3.0,0.0,1,1.48,FTO,c-TiO2,unknown,28.0,spiro,172.0,Ag,one-step,spin,unknown,DMF/DMSO,185.0,30.0,15.28,0.72,0.36,3.94 
0.15,0.65,0.2,2.4,0.6,1,1.68,unknown,unknown,unknown,37.4,unknown,131.2,unknown,unknown,unknown,unknown,unknown,104.0,38.0,21.2,1.17,0.798,19.8
0.05,0.87,0.08,2.76,0.24,0,1.695760000000001,ITO,BCP,C60,24.2,PTAA,59.0034,Ag,one-step,spin,unknown,DMF/DMSO/4F-PEAI/Pb(SCN)2,100.0,30.0,22.0,1.05,0.766,17.7
0.05,0.75,0.2,2.88,0.12,1,1.695760000000001,ITO,SnO2,unknown,28.0,spiro,172.0,Au,two-step,spin,unknown,DMF/DMSO,150.0,15.0,25.19,1.13,0.804,22.97
0.15,0.85,0.0,3.0,0.0,1,1.60582,ITO,ZnO2,unknown,28.0,spiro,172.0,Ag,two-step,spin,CB,DMSO,130.0,5.0,21.4,1.12,0.6969,16.7
0.15,0.6375,0.2125,2.7,0.3,0,1.63,ITO,C,BCP,23.2,PTAA,55.2034,Cu,two-step,spin,unknown,DMF/NMP,100.0,30.0,21.2,1.06,0.722,16.2
0.05,0.79,0.15,2.45,0.55,1,1.683195,ITO,SnO2,unknown,46.208000000000006,spiro,190.22,Au,two-step,spin,CB,DMF/DMSO,100.0,60.0,22.83,1.1,0.7762,18.38
0.15,0.7055,0.1445,2.49,0.51,1,1.603289999999999,FTO,TiO2,unknown,60.0,spiro,80.0,Au,two-step,spin,CB,DMF/DMSO,110.0,60.0,18.57,0.98,0.6123,11.27
0.0,0.75,0.25,2.49,0.51,1,1.758393095238095,FTO,c-TiO2,mp-TiO2,31.0,spiro,50.0314,Au,two-step,spin,CB,DMF/DMSO,100.0,60.0,18.6,0.906,0.6,10.1
0.0,0.6,0.4,1.8,1.2,1,1.77,ITO,TiO2,unknown,22.2,spiro,139.2,Au,one-step,spin,CB,DMF/DMSO,100.0,10.0,17.21,1.1,0.59,12.19
0.05,0.0,0.95,3.0,0.0,0,1.51,ITO,PCBM,unknown,24.0,PEDOT:PSS,198.0,Al,one-step,spin,toluene,GBL/DMF,110.0,10.0,8.69,1.01,0.72,6.29
0.05,0.7885,0.1615,2.49,0.51,1,1.603289999999999,FTO,3%Nb–mpTiO2,unknown,34.6,unknown,160.22,Au,one-step,spin,CB,DMF/DMSO,100.0,60.0,14.91,0.83,0.44,5.44
0.0,0.85,0.15,1.65,1.35,1,1.8,ITO,TiO2,unknown,22.2,spiro,139.2,Au,one-step,spin,CB,DMF/DMSO,100.0,10.0,17.27,1.12,0.59,11.59
0.175,0.75,0.075,2.64,0.36,0,1.527516666666667,ITO,PCBM,ZnO,24.2,NiOx,65.2,Ag,two-step,spin,HEA,DMF/DMSO,100.0,10.0,21.6,1.12,0.7905,19.2
0.05,0.7885,0.1615,2.49,0.51,1,1.695760000000001,FTO,1%Nb–PlanarTiO2,unknown,34.6,unknown,160.22,Au,one-step,spin,CB,DMF/DMSO,100.0,60.0,15.97,0.81,0.44,5.69
0.25,0.75,0.0,3.0,0.0,1,1.54,FTO,c-TiO2,unknown,28.0,spiro,172.0,Ag,one-step,spin,unknown,DMF/DMSO,185.0,30.0,22.61,0.83,0.51,9.48 
0.05,0.7885,0.1615,2.49,0.51,1,1.539400000000001,ITO,SnO2,unknown,72.6,spiro,150.428,Au,two-step,spin,CB,DMF/DMSO,100.0,60.0,26.04,1.005,0.709,18.58
0.05,0.95,0.0,3.0,0.0,1,1.69477,ITO,ZnO2,unknown,28.0,spiro,172.0,Ag,two-step,spin,CB,DMSO,130.0,5.0,19.66,1.12,0.6434,14.17
0.05,0.81,0.14,2.55,0.45,1,1.685676666666667,ITO,SnO2,unknown,28.0,spiro,172.0,Au,two-step,spin,CB,DMSO,130.0,10.0,20.7,1.05,0.745,16.6
0.065,0.6545,0.2805,2.67,0.33,1,1.685390000000001,ITO,SnO2,unknown,28.0,2PeRyLene/P3HT/MoO3,172.0,Al,two-step,spin,unknown,DMF/DMSO,150.0,15.0,22.43,1.03,0.6248,14.24
0.06,0.8,0.14,2.58,0.42,1,1.685746666666667,FTO,TiO2,unknown,24.2,spiro,55.0034,Ag,two-step,spin,CB,DMF/DMSO/APL,100.0,30.0,23.86,1.13,0.818,22.1
0.05,0.87,0.08,2.76,0.24,0,1.919309841269841,ITO,BCP,C60,24.2,NiOx/PTAA,59.0034,Ag,one-step,spin,unknown,DMF/DMSO/BMIM:BF4/4F-PEAI/Pb(SCN)2,100.0,30.0,22.83,1.035,0.712,16.3
0.1,0.747,0.153,2.49,0.51,1,1.603289999999999,FTO,TiO2,unknown,60.0,spiro,80.0,Au,two-step,spin,CB,DMF/DMSO,110.0,60.0,19.11,1.06,0.6374,12.55
0.15,0.85,0.0,3.0,0.0,1,1.52,FTO,c-TiO2,unknown,28.0,spiro,172.0,Ag,three-step,spin,toluene,DMF/DMSO,170.0,10.0,20.39,1.06,0.74,16.1
0.0,0.0,1.0,0.5,2.5,1,2.16,FTO,c-TiO2,mp-TiO2,21.2,spiro,133.0034,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,3.0,1.07,1.07,3.5
0.05,0.81,0.14,2.55,0.45,1,1.538470000000001,ITO,SnO2-KCl,Al2O3,28.0,spiro,172.0,Au,one-step,spin,unknown,DMF/DMSO,120.0,10.0,24.1,1.16,0.72,20.12
0.0,0.75,0.25,2.25,0.75,1,1.67,ITO,TiO2,unknown,23.2,spiro,104.2,Au,one-step,spin,CB,DMF/DMSO,100.0,10.0,20.88,1.05,0.57,15.83
0.07,0.9,0.03,2.76,0.24,1,1.695760000000001,FTO,c-TiO2,mp-TiO2,28.0,spiro/IAI,172.0,Au,two-step,spin,CB,DMF/DMSO/EAI,150.0,30.0,24.14,1.12,0.81,22.4
0.0,0.67,0.33,1.0,2.0,1,1.97,FTO,c-TiO2,mp-TiO2,21.2,spiro,94.0034,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,9.5,1.0,0.59,5.6
0.0,1.0,0.0,3.0,0.0,1,1.52,FTO,c-TiO2,mp-TiO2,28.0,spiro,172.0,Au,two-step,spin,CB,DMF/DMSO,150.0,30.0,13.5,0.99,0.36,4.8
0.0,0.95,0.05,2.94,0.06,1,1.844525634920634,FTO,c-TiO2,mp-TiO2,28.0,spiro,172.0,Au,one-step,spin,CB,DMF/DMSO,150.0,30.0,20.18,0.972,0.665,13.04
0.05,0.7885,0.1615,2.49,0.51,1,1.62,ITO,SnO2,unknown,24.808,PTAA,0.017,Ag,two-step,spin,ANI ,DMF:DMSO:NMP,100.0,40.0,20.33,1.01,0.8073,16.5
0.0,0.85,0.15,2.7,0.3,1,1.55,FTO,SnO2,C,40.6,spiro,74.0,Ag,three-step,CAGQ,unknown,DMF/DMSO,100.0,60.0,0.81,17.0,0.5,6.3
0.0,0.83,0.17,2.49,0.51,1,1.695760000000001,FTO,c-TiO2,mp-TiO2,32.6,spiro,150.22,Au,two-step,spin,CB,DMF/DMSO,100.0,60.0,20.2,1.13,0.64,14.6
0.13,0.77,0.0,2.46,0.54,1,1.62,unknown,unknown,unknown,38.0,unknown,104.02,unknown,unknown,unknown,unknown,unknown,104.0,58.0,22.3,1.25,0.8,22.3
0.05,0.8,0.15,2.85,0.15,1,1.5685,ITO,TiO2,unknown,46.2,CuSCN,108.0,Cu,unknown,unknown,unknown,unknown,100.0,50.0,18.875,1.02,0.769,14.812
0.1,0.76,0.14,2.58,0.42,1,1.68654,FTO,TiO2,unknown,62.6,spiro,200.62,Au,two-step,spin,CB,DMF/DMSO,100.0,60.0,23.18,1.07,0.783,19.01
0.0,0.0,1.0,3.0,0.0,1,1.70569,ITO,SnO2,unknown,20.0,spiro,220.0,Ag,one-step,spin,CB,DMF/DMSO,100.0,10.0,21.0,1.05,0.723,16.1
0.05,0.7885,0.1615,2.49,0.51,1,1.685576666666667,ITO,SnO2,unknown,30.0,spiro,165.0,Ag,one-step,spin,CB,DMF/DMSO,120.0,10.0,21.32,1.14,0.7622,18.57
0.05,0.7885,0.1615,2.49,0.51,1,1.695760000000001,FTO,PlanarTiO2,unknown,34.6,unknown,160.22,Au,one-step,spin,CB,DMF/DMSO,100.0,60.0,15.61,0.8,0.43,5.37
0.05,0.7885,0.1615,2.7,0.3,0,1.69477,PEN/ITO,PCBM,ZnO,26.0,NiOx,26.0,Al,two-step,spin,CB,DMF/DMSO,100.0,10.0,21.2,1.027,0.76,16.1
0.05,0.7885,0.1615,2.49,0.51,1,1.685576666666667,FTO,mpTiO2,unknown,34.6,unknown,160.22,Au,one-step,spin,CB,DMF/DMSO,100.0,60.0,14.4,0.84,0.39,4.72
0.2,0.664,0.136,1.95,1.05,1,1.77,FTO,SnO2,C,40.6,spiro,74.0,Ag,three-step,spin,unknown,DMF/DMSO,100.0,60.0,1.07,16.5,0.69,12
0.0,0.85,0.15,2.55,0.45,1,1.695760000000001,ITO,SnO2,unknown,28.0,spiro,172.0,Au,two-step,spin,EA/0.3Hex,DMF/DMSO,130.0,30.0,22.56,1.15,0.7263,18.37
0.2,0.8,0.0,1.95,1.05,0,1.76,FTO,PCBM,BCP,28.0,ployTPD:F4-TCNQ,172.0,Ag,three-step,CAGQ,unknown,DMF/DMSO,150.0,30.0,0.91,14.1,0.49,6.3
0.0,0.9,0.1,2.7,0.3,1,1.59,ITO,TiO2,unknown,24.2,spiro,65.2,Au,one-step,spin,CB,DMF/DMSO,100.0,10.0,21.5,1.03,0.59,15.3
0.0,0.4,0.6,3.0,0.0,0,1.55,ITO,C,BCP,46.208,PTAA,200.62,Cu,one-step,spin,toluene,DCB,100.0,60.0,23.0,1.03,0.77,18.3
0.25,0.75,0.0,2.49,0.51,1,1.542275000000001,FTO,c-TiO2,mp-TiO2,31.0,spiro,50.0314,Au,two-step,spin,CB,DMF/DMSO,100.0,60.0,20.7,1.045,0.66,14.3
0.0,0.5,0.5,1.0,2.0,1,1.96,FTO,c-TiO2,mp-TiO2,21.2,spiro,94.0034,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,12.6,1.03,0.6,7.9
0.05,0.8075,0.1425,2.55,0.45,1,1.69477,FTO,SnO2,unknown,34.008,D4TBP/spiro,190.22,Au,two-step,spin,CB,DMF/DMSO,100.0,60.0,22.4,1.13,0.74,19
0.05,0.86,0.09,2.91,0.09,1,1.56,FTO,SnO2,unknown,72.6,spiro,200.62,Ag,two-step,spin,CB,DMF/DMSO,100.0,60.0,23.49,1.041,0.748,18.3
0.0,0.0,1.0,2.0,1.0,1,1.7,FTO,c-TiO2,mp-TiO2,21.2,spiro,94.0034,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,13.2,0.96,0.67,8.5
0.15,0.6,0.25,3.0,0.0,1,1.685676666666667,ITO,ZnO2,unknown,26.0,spiro,120.0,Ag,two-step,spin,CB,DMSO,110.0,5.0,22.81,1.12,0.714,18.24
0.6,0.0,0.4,3.0,0.0,0,1.68,ITO,PCBM,unknown,24.0,PEDOT:PSS,198.0,Al,one-step,spin,toluene,GBL/DMF,110.0,10.0,1.5,1.01,0.52,0.79
0.05,0.81,0.14,2.55,0.45,1,1.536908333333334,ITO,SnO2,unknown,34.008,spiro,104.02,unknown,unknown,unknown,unknown,DMF/DMSO,100.0,52.0,22.5,1.11,0.78,19.4
0.05,0.87,0.08,2.76,0.24,0,1.526575000000001,ITO,BCP,C60,24.2,NiOx/PTAA,59.0034,Ag,one-step,spin,unknown,DMF/DMSO,100.0,30.0,22.35,1.03,0.764,17.7
0.0,0.0,1.0,3.0,0.0,1,1.61,FTO,SnO2,C,40.6,spiro,74.0,Ag,three-step,spin,unknown,DMF/DMSO,100.0,60.0,1.05,21.2,0.74,16.5
0.0,0.4,0.6,2.8,0.2,1,1.617,FTO,TiO2,Al2O3,24.2,NiO,59.0034,C,two-step,spin,unknown,DMF/DMSO,100.0,30.0,22.31,0.953,0.7,14.88
0.06,0.8,0.14,2.58,0.42,1,1.685746666666667,FTO,TiO2,unknown,24.2,spiro,55.0034,Ag,two-step,spin,CB,DMF/DMSO/1.5APL,100.0,30.0,23.53,1.09,0.816,20.97
0.05,0.38,0.57,2.8,0.2,1,1.63,FTO,TiO2,Al2O3,24.2,NiO,59.0034,C,two-step,spin,unknown,DMF/DMSO,100.0,30.0,23.4,1.008,0.7214,17.02
0.1,0.75,0.15,2.55,0.45,1,1.603289999999999,ITO,BilayerSnO2,unknown,34.6,spiro,150.22,Ag,two-step,spin,EA/HEX,DMF/DMSO,100.0,60.0,18.32,1.187,0.7773,15.76
0.0,0.17,0.83,0.0,3.0,1,2.3,FTO,c-TiO2,mp-TiO2,21.2,spiro,94.0034,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,6.3,1.37,0.81,7.1
0.0,1.0,0.0,3.0,0.0,1,1.52,FTO,SnO2,C,28.0,spiro,172.0,Ag,three-step,spin,unknown,DMF/DMSO,150.0,30.0,0.95,22.3,0.75,16.1
0.05,0.855,0.095,2.75,0.3,1,1.537,FTO,TiO2,unknown,72.6,spiro,200.614,Au,two-step,spin,CB,DMF/DMSO,100.0,60.0,24.13,1.131,0.768,21
0.15,0.85,0.0,3.0,0.0,1,1.54,FTO,c-TiO2,unknown,28.0,spiro,172.0,Ag,one-step,spin,unknown,DMF/DMSO,185.0,30.0,22.61,0.86,0.64,12.35 
0.0,0.85,0.15,2.55,0.45,1,1.62,FTO,c-TiO2,mp-TiO2,26.20800000000001,spiro,190.22,Au,one-step,spin,CB,DMF/DMSO,100.0,60.0,21.47,1.027,0.6916,15.24
0.05,0.8075,0.1425,2.55,0.45,1,1.691170000000001,FTO,CsF/SnO2,unknown,72.6,D4TBP/spiro,200.62,Au,two-step,spin,CB,DMF/DMSO,100.0,60.0,23.2,1.16,0.76,20.4
0.05,0.7885,0.1615,2.7,0.3,0,1.55,FTO,PCBM,BCP,40.6,ployTPD:F4-TCNQ,74.0,Ag,three-step,CAGQ,unknown,DMF/DMSO,100.0,60.0,0.1,11.2,0.19,0.3
0.25,0.5625,0.1875,2.7,0.3,0,1.64,ITO,C,BCP,22.2,PTAA,94.0034,Cu,two-step,spin,unknown,DMF/NMP,100.0,30.0,19.9,1.07,0.805,17.1
0.06,0.45,0.49,1.86,0.96,1,1.8,FTO,SnO2,unknown,21.2,spiro,94.0034,C,one-step,VTA,CB,DMF/DMSO,100.0,30.0,13.0,1.05,0.51,8.6
0.1,0.9,0.0,3.0,0.0,1,1.60582,ITO,ZnO2,unknown,28.0,spiro,172.0,Ag,two-step,spin,CB,DMSO,130.0,5.0,20.36,1.11,0.706,15.96
0.0,0.5,0.5,3.0,0.0,1,1.6901540000000002,FTO,c-TiO2,mp-TiO2,52.0,spiro,104.0,Au,one-step,spin,toluene,DMSO,120.0,60.0,19.92,0.929,0.5499,10.18
0.05,0.8,0.15,2.55,0.45,1,1.53797,FTO,TiO2,unknown,34.008,spiro,190.22,Au,two-step,spin,CB,DMF/DMSO,100.0,60.0,22.595,1.065,0.73,17.6
0.0,0.75,0.25,3.0,0.0,1,1.545,FTO,c-TiO2,mp-TiO2,28.0,spiro,172.0,Au,one-step,spin,toluene,DMF,140.0,10.0,21.1,1.03,0.7138,15.51
0.4,0.6,0.0,2.1,0.9,0,1.75,ITO,C,BCP,21.2,PTAA,98.0034,Ag,three-step,spin,unknown,DMF/DMSO,100.0,30.0,1.17,17.5,0.8,16.3
0.25,0.75,0.0,3.0,0.0,1,1.60582,ITO,ZnO2,unknown,28.0,spiro,172.0,Ag,two-step,spin,CB,DMSO,130.0,5.0,19.5,1.1,0.6344,13.61
0.1,0.9,0.0,3.0,0.0,1,1.55,FTO,c-TiO2,unknown,28.0,spiro,172.0,Ag,one-step,spin,diethyl ether,DMF,150.0,5.0,23.5,1.06,0.663,16.5
0.05,0.87,0.08,2.76,0.24,0,1.695760000000001,ITO,BCP,C60,24.2,NiOx,52.0034,Ag,one-step,spin,unknown,DMF/DMSO,100.0,30.0,21.82,0.87,0.783,14.8
0.07,0.9,0.03,2.76,0.24,1,1.68347,FTO,c-TiO2,mp-TiO2,28.0,spiro/Gual,172.0,Au,two-step,spin,CB,DMF/DMSO/EAI/GuaI,150.0,30.0,22.09,1.11,0.6,14.8
0.05,0.75,0.2,2.49,0.51,1,1.68347,FTO,c-TiO2,mp-TiO2,32.0,spiro,50.0314,Au,two-step,spin,CB,DMF/DMSO,100.0,60.0,17.9,0.913,0.52,8.5
0.1,0.0,0.9,1.8,1.2,0,1.81,ITO,PCBM,BCP,22.2,ployTPD:PEDOT:PSS,139.2,Ag,one-step,spin,toluene,DMF/DMSO,100.0,10.0,1.14,16.9,0.78,15.1
0.0,1.0,0.0,3.0,0.0,1,1.6901540000000004,FTO,c-TiO2,unknown,28.0,spiro,172.0,Ag,three-step,spin,toluene,DMF/DMSO,170.0,10.0,19.69,1.06,0.68,14.2
0.0,0.0,1.0,0.0,3.0,1,2.31,FTO,c-TiO2,mp-TiO2,21.2,spiro,94.0034,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,5.9,1.41,0.67,5.6
0.05,0.8075,0.1425,2.55,0.45,1,1.695760000000001,FTO,c-TiO2,mp-TiO2,34.6,PTB7,160.22,Au,three-step,spin,CB,DMF/DMSO,100.0,60.0,13.65,1.05,0.48,6.91
0.0,0.33,0.67,3.0,0.0,1,1.56,FTO,c-TiO2,mp-TiO2,24.2,spiro,59.0034,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,22.3,1.0,0.65,14.3
0.08,0.7636,0.1564,2.49,0.51,1,1.603289999999999,FTO,TiO2,unknown,60.0,spiro,80.0,Au,two-step,spin,CB,DMF/DMSO,110.0,60.0,21.05,1.09,0.6731,15.58
0.05,0.8075,0.1425,2.55,0.45,1,1.695760000000001,FTO,c-TiO2,mp-TiO2,34.4,RCP–BTT/dopant,150.22,Au,three-step,spin,CB,DMF/DMSO,100.0,60.0,19.41,1.09,0.69,14.57
0.1,0.747,0.153,2.49,0.51,1,1.695760000000001,FTO,c-TiO2,mp-TiO2,26.20800000000001,spiro,190.22,Au,unknown,Inkjet-Printed,unknown,DMF/DMSO,100.0,60.0,21.5,1.06,0.67,12.9
0.2,0.8,0.0,3.0,0.0,1,1.60582,ITO,ZnO2,unknown,28.0,spiro,172.0,Ag,two-step,spin,CB,DMSO,130.0,5.0,19.56,1.1,0.6895,14.48
0.0,0.95,0.05,2.94,0.06,1,1.69477,FTO,c-TiO2,mp-TiO2,28.0,spiro,172.0,Au,one-step,spin,CB,DMF/DMSO,150.0,30.0,20.18,0.972,0.665,13.04
