iter	RMSE
0	0.1321266161
1	0.1302332153
2	0.128419615
3	0.1265594587
4	0.124726647
5	0.1229095216
6	0.1212286923
7	0.1195360232
8	0.1180102985
9	0.1163468381
10	0.1147636954
11	0.113329571
12	0.1118091845
13	0.1103356792
14	0.1089631338
15	0.1076211853
16	0.1063094594
17	0.1050007654
18	0.1037713578
19	0.1026034618
20	0.1012930683
21	0.1000342081
22	0.09891416724
23	0.09771988917
24	0.09653828364
25	0.09543960641
26	0.09433872979
27	0.09334794147
28	0.09234062756
29	0.09139274061
30	0.09039523311
31	0.08940113353
32	0.08848195571
33	0.08754977073
34	0.08665913615
35	0.08575807414
36	0.08491648513
37	0.08406374515
38	0.08331924476
39	0.0826272629
40	0.08196183756
41	0.08127925305
42	0.08056481882
43	0.07986941859
44	0.07912697553
45	0.07847020306
46	0.07786369643
47	0.07723589924
48	0.0766182295
49	0.07595314883
50	0.07531645735
51	0.07462335974
52	0.07410710113
53	0.07360681639
54	0.07304324692
55	0.07244872788
56	0.07189911813
57	0.07138958491
58	0.07098808814
59	0.07047660682
60	0.06996047723
61	0.06939166131
62	0.0689748755
63	0.06852687462
64	0.06813636179
65	0.06776622563
66	0.06727315582
67	0.06687449893
68	0.0664637355
69	0.06602478248
70	0.06561023615
71	0.06520570733
72	0.06490402243
73	0.06459729087
74	0.06428351709
75	0.06387870272
76	0.06359354625
77	0.06324571378
78	0.06297532468
79	0.06264129036
80	0.06232986519
81	0.06207379732
82	0.06179111591
83	0.06150746179
84	0.0611917575
85	0.06086649466
86	0.06061201268
87	0.06031214484
88	0.06003248165
89	0.05980337843
90	0.05952374016
91	0.05930479767
92	0.05904065311
93	0.0588037399
94	0.05861074208
95	0.05832791142
96	0.0580491692
97	0.05783327801
98	0.05764638112
99	0.05737485636
100	0.05714257652
101	0.05699256381
102	0.05677814893
103	0.05662668302
104	0.05640949574
105	0.05619078633
106	0.05604875367
107	0.05587967617
108	0.05567305449
109	0.05546931423
110	0.05532871313
111	0.05514240166
112	0.0549961962
113	0.05483929997
114	0.05470693233
115	0.05449960181
116	0.05431436601
117	0.05412741885
118	0.05396253589
119	0.05381512929
120	0.05362793451
121	0.05345839656
122	0.05334671736
123	0.05321682253
124	0.05308410366
125	0.05297034544
126	0.05285925209
127	0.05270755211
128	0.05254418971
129	0.05240493562
130	0.05233263823
131	0.05220799727
132	0.05209147898
133	0.05195643818
134	0.05184164689
135	0.05174567116
136	0.05163399545
137	0.0514858459
138	0.05139812201
139	0.05125245849
140	0.051123824
141	0.05102051716
142	0.0508921323
143	0.05079004098
144	0.05070547174
145	0.05061115329
146	0.05053944494
147	0.05045855027
148	0.05033790895
149	0.05024210617
150	0.05015145347
151	0.05007247935
152	0.0500051104
153	0.04991965753
154	0.04985247854
155	0.04974731324
156	0.04964941541
157	0.04954773993
158	0.04948616214
159	0.04942984165
160	0.04932224899
161	0.04925528874
162	0.04921123163
163	0.04915064993
164	0.0490956255
165	0.04900860811
166	0.04894814998
167	0.04885715722
168	0.04877546269
169	0.0487170368
170	0.04866980829
171	0.04858379179
172	0.04854104249
173	0.04849010606
174	0.04844765754
175	0.04838235777
176	0.04832040199
177	0.04823071598
178	0.04817757039
179	0.04809148933
180	0.04805487491
181	0.0479967579
182	0.04794639677
183	0.04789793894
184	0.04783975284
185	0.04780948779
186	0.04776373777
187	0.04768796305
188	0.04763450912
189	0.0475971515
190	0.04755837901
191	0.04752955315
192	0.04749432212
193	0.04745031249
194	0.04741344842
195	0.04737669643
196	0.04732598062
197	0.04726591095
198	0.04722388616
199	0.04717077773
200	0.04713040005
201	0.04707605947
202	0.04704437813
203	0.04699331906
204	0.04693148098
205	0.04689754601
206	0.04685821916
207	0.04677809355
208	0.04674379374
209	0.04670886979
210	0.04665860152
211	0.04663627127
212	0.04655975585
213	0.0464931309
214	0.04646491006
215	0.04642488882
216	0.0463873065
217	0.04636665931
218	0.04634298288
219	0.04632461802
220	0.04630260477
221	0.04627534133
222	0.04623125007
223	0.04618188854
224	0.04614085483
225	0.04609772252
226	0.046078422
227	0.04604735758
228	0.04603636973
229	0.04600377655
230	0.04595804434
231	0.04593177109
232	0.04590102068
233	0.04588011665
234	0.04585337968
235	0.04584737472
236	0.04581948025
237	0.04576976125
238	0.04573883688
239	0.04570447899
240	0.04565978302
241	0.04563738966
242	0.04559071246
243	0.04554624381
244	0.04552523897
245	0.04547103079
246	0.04544266242
247	0.0453908486
248	0.04537522905
249	0.04532266788
250	0.04528843805
251	0.04525294508
252	0.04519133314
253	0.04514949073
254	0.04511851248
255	0.04506093334
256	0.04501235503
257	0.0449656398
258	0.04493983198
259	0.04490788794
260	0.04488698437
261	0.04486864295
262	0.04484225597
263	0.04481967473
264	0.04478999018
265	0.04475604613
266	0.04472254874
267	0.04469408245
268	0.04467651183
269	0.04465428245
270	0.04464182047
271	0.0446146457
272	0.04458855378
273	0.04454888328
274	0.04453819318
275	0.04451609511
276	0.04448764842
277	0.04446492937
278	0.04444309401
279	0.04441812145
280	0.04437609898
281	0.0443390427
282	0.04431043176
283	0.04427480726
284	0.04424907999
285	0.0442316972
286	0.04417980344
287	0.04415711659
288	0.04410771056
289	0.04407969804
290	0.04404491835
291	0.04403032423
292	0.04400146976
293	0.04397482634
294	0.04395870565
295	0.04392859208
296	0.04390014017
297	0.04388005637
298	0.04385247577
299	0.0438202683
300	0.04379630014
301	0.04378029453
302	0.04375656721
303	0.04374154236
304	0.04372636826
305	0.04367939137
306	0.04366282681
307	0.04363538744
308	0.04360503219
309	0.04356056475
310	0.04352641606
311	0.0435020082
312	0.04347347176
313	0.04343084453
314	0.04340569573
315	0.04337276108
316	0.04334129572
317	0.04331911275
318	0.04329410117
319	0.04328648059
320	0.04326330151
321	0.04323163868
322	0.04322484581
323	0.04320303729
324	0.04318092672
325	0.04315661345
326	0.04313995654
327	0.04312121359
328	0.04308378604
329	0.04307391851
330	0.04305092012
331	0.04302405424
332	0.04300333162
333	0.04297911815
334	0.0429673582
335	0.04293322515
336	0.04290998891
337	0.04289578689
338	0.04285788541
339	0.04284559155
340	0.04282919229
341	0.04280958372
342	0.04277901492
343	0.04276023512
344	0.0427417529
345	0.04272830922
346	0.04270287897
347	0.04266442113
348	0.04265056552
349	0.0426352696
350	0.04262524995
351	0.04261108746
352	0.04258039612
353	0.04256325097
354	0.04252720121
355	0.04249433193
356	0.04247993562
357	0.04246323189
358	0.04244983118
359	0.04243380541
360	0.04241678241
361	0.04240660834
362	0.04237019898
363	0.04234724932
364	0.04233503551
365	0.04232465686
366	0.04231246356
367	0.04228228719
368	0.04225788425
369	0.04224472723
370	0.04221935295
371	0.04218563191
372	0.04216987783
373	0.04214466806
374	0.04213362317
375	0.04211177014
376	0.04208462822
377	0.04206180612
378	0.0420431666
379	0.04202239678
380	0.04199860788
381	0.04196673226
382	0.04195217465
383	0.04192895244
384	0.04191071524
385	0.04189730905
386	0.04187807857
387	0.04186145697
388	0.0418419859
389	0.04182641915
390	0.04180770904
391	0.04179236789
392	0.04177542939
393	0.04175707466
394	0.04174102673
395	0.04171154092
396	0.0416995924
397	0.04168121021
398	0.04165752531
399	0.04164798162
